"RESOURCE_TYPE","DOI_NAME","DOI_TITLE","DOI_SPECIAL","DOI_CREATOR","DOI_DISTRIBUTOR","YEAR","URL","STATUS","PROVIDER","SUBMITTER"
"Data Files","10.3334/ORNLDAAC/802","NPP Tropical Forest: Maui, Hawaii, U.S.A., 1996-1997","","SCHUUR, E.A.G.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=802","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/803","NPP Temperate Forest: Humboldt Redwoods State Park, California, USA, 1972-2001, R1","","BUSING, R.T.|FUJIMORI, T.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=803","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/804","NPP Temperate Forest: Great Smoky Mountains, Tennessee, USA, 1978-1992, R1","","BUSING, R.T.","NASA Oak Ridge National Laboratory DAAC","2012","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=804","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/805","Biome-BGC: Terrestrial Ecosystem Process Model, Version 4.1.1","","THORNTON, P.E.|RUNNING, S.W.|HUNT, E.R.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=805","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/806","Biome-BGC: Modeling Effects of Disturbance and Climate (Thornton et al. 2002)","","THORNTON, P.E.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=806","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/807","Land Surface Model (LSM 1.0) for Ecological, Hydrological, Atmospheric Studies","","BONAN, G.B.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=807","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/808","Integrated Biosphere Simulator Model (IBIS), Version 2.5","","FOLEY, J.A.|KUCHARIK, C.J.|POLZIN, D.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=808","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/809","Biome-BGC: Modeling Carbon Dynamics in Ponderosa Pine Stands (Law et al. 2003)","","LAW, B.E.|THORNTON, P.E.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=809","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/81","SE-590 Ground Data: GSFC (FIFE)","","MIDDLETON, E.M.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=81","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/810","Monthly Climate Data for Selected USGS HCDN Sites, 1951-1990, R1","","VOGEL, R.M.|SANKARASUBRAMANIAN, A.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=810","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/811","FLUXNET Marconi Conference Gap-Filled Flux and Meteorology Data, 1992-2000","","FALGE, E.|AUBINET, M.|BAKWIN, P.|BALDOCCHI, D.|BERBIGIER, P.|BERNHOFER, C.|BLACK, T.A.|CEULEMANS, R.|DAVIS, K.|DOLMAN, A.J.|GOLDSTEIN, A.|GOULDEN, M.L.|GRANIER, A.|HOLLINGER, D.|JARVIS, P.G.|JENSEN, N.|PILEGAARD, K.|KATUL, G.|KYAW THA PAW, P.|LAW, B.E.|LINDROTH, A.|LOUSTAU, D.|MAHLI, Y.|MONSON, R.|MONCRIEFF, P.|MOORS, E.|MUNGER, J.W.|MEYERS, T.|OECHEL, W.|SCHULZE, E.-D.|THORGEIRSSON, H.|TENHUNEN, J.|VALENTINI, R.|VERMA, S.B.|VESALA, T.|WOFSY, S.C.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=811","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/812","SAFARI 2000 MODIS MOD05_L2 Water Vapor Data, Binary Format, for Southern Africa","","GAO, B.C.|KAUFMAN, Y.J.|TANRE, D.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=812","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/813","SAFARI 2000 MODIS MOD04_L2 Aerosol Data, GRANT Format, for Southern Africa","","KAUFMAN, Y.J.|TANRE, D.|REMER, L.A.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=813","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/814","SAFARI 2000 MAPSS MOD04_L2 Aerosol Summary Data for Southern Africa","","ICHOKU, C.|KAUFMAN, Y.J.|REMER, L.A.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=814","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/815","SAFARI 2000 MAPSS MOD05_L2 Water Vapor Summary Data for Southern Africa","","ICHOKU, C.|KAUFMAN, Y.J.|REMER, L.A.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=815","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/816","Leaf Area Index Maps at 30-m Resolution, Selected Sites, Canada","","FERNANDES, R.A.|ABDUELGASIM, A.|SYLVAIN., L.|KHURSHID, S.K.|BUTSON, C.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=816","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/817","PnET Models: Carbon, Nitrogen, Water Dynamics in Forest Ecosystems (Vers. 4 and 5)","","ABER, J.D.|OLLINGER, S.V.|DRISCOLL, C.T.|FEDERER, C.A.|REICH, P.B.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=817","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/818","PnET-BGC: Modeling Biogeochemical Processes in a Northern Hardwood Forest Ecosystem","","GBONDO-TUGBAWA, S.S.|DRISCOLL, C.T.|ABER, J.D.|LIKENS, G.E.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=818","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/819","Walker Branch Watershed Vegetation Inventory, 1967-1997","","HUSTON, M.A.|JOHNSON, D.W.|TODD, D.E.|CURLIN, J.W.|HARRIS, F.W.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=819","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/82","SE-590 Ground Data: UNL (FIFE)","","BLAD, B.L.|WALTER-SHEA, E.A.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=82","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/821","SAFARI 2000 ALI/ETM+ Tandem Image Pair for Skukuza, South Africa, May 2001","","IRISH, R.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=821","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/822","SAFARI 2000 AVHRR Daily Site (1.5 km) and 15-Day Regional (1.5- and 6-km) Imagery","","TUCKER, C.J.|MORAHAN, A.S.|KENDALL, J.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=822","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/823","SAFARI 2000 TOMS Aerosol Index Data, Southern Africa, Dry Season 2000","","MCPETERS, R.|THOMPSON, A.M.|LARKO, D.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=823","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/824","SAFARI 2000 TOMS Tropospheric Ozone Data, Southern Africa Subset, Dry Season 2000","","MCPETERS, R.|THOMPSON, A.M.|LARKO, D.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=824","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/826","SAFARI 2000 AVHRR-derived Land Surface Temperature Maps, Africa, 1995-2000","","PINHEIRO, A.C.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=826","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/828","SAFARI 2000 Aerosol Fatty Acid and Stable Isotope Data, Mongu, Dry Season 2000","","BILLMARK, K.A.|SWAP, R.J.|MACKO, S.A.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=828","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/829","Leaf Area Index Maps at 30-m Resolution, VALERI Site, Larose, Canada","","FERNANDES, R.A.|ABDUELGASIM, A.|SYLVAIN., L.|KHURSHID, S.K.|BUTSON, C.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=829","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/83","SE-590 Lab-Measured Reflectances (OTTER)","","JOHNSON, L.F.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=83","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/830","Global Maps of Atmospheric Nitrogen Deposition, 1860, 1993, and 2050","","DENTENER, F.J.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=830","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/831","LBA-ECO CD-07 GOES-8 L3 Gridded Surface Radiation and Rain Rate for Amazonia: 1999","","GU, J.J.|SMITH, E.A.|COOPER, H.J.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=831","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/832","SAFARI 2000 MODIS Airborne Simulator Data, Southern Africa, Dry Season 2000","","KING, M.D.|PLATNICK, S.E.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=832","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/834","Global Fire Emissions Database, Version 2 (GFEDv2)","","RANDERSON, J.T.|VAN DER WERF, G.R.|GIGLIO, L.|COLLATZ, G.J.|KASIBHATLA, P.S.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=834","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/835","SAFARI 2000 MOPITT Tropospheric Carbon Monoxide, Southern Africa, Dry Season 2000","","EDWARDS, D.P.|GILLE, J.C.|DEETER, M.N.|MAO, D.|DRUMMOND, J.R.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=835","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/836","LBA-ECO TG-07 Forest Structure Measurements for GLAS Validation: Santarem 2004","","KELLER, M.M.|OLIVEIRA, R.C.D.|CAMARGO, P.C.D.|ESPARITO-SANTO, F.D.B.|HUNTER, M.O.","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=836","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/839","LBA-ECO LC-23 ASTER and MODIS Fire Data Comparison for Brazil: 2003-2004","","MORISETTE, J.T.|GIGLIO, L.|CSISZAR, I.A.|SETZER, A.|SCHROEDER, W.|MORTON, D.C.|JUSTICE, C.O.","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=839","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/84","SE-590 Landscape Reflectances (OTTER)","","GOWARD, S.N.|YANG, J.|HUEMMRICH, K.F.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=84","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/840","SAFARI 2000 MODIS L3 Albedo and Land Cover Data, Southern Africa, Dry Season 2000","","MOODY, E.G.|KING, M.D.|PLATNICK, S.E.|SCHAAF, C.|GAO, F.","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=840","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/841","SAFARI 2000 Solar Spectral Flux Radiometer Data, Southern Africa, Dry Season 2000","","PILEWSKIE, P.","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=841","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/843","LBA-ECO LC-23 Characterization of Vegetation Fire Dynamics for Brazil: 2001-2003","","SCHROEDER, W.|MORISETTE, J.T.|CSISZAR, I.A.|GIGLIO, L.|MORTON, D.C.|JUSTICE, C.O.","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=843","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/844","LBA-ECO CD-06 Land Use/Land Cover Time Series, Ji-Parana Basin, Brazil: 1986-2001","","HANADA, L.|BALLESTER, M.V.R.|RICHEY, J.E.|VICTORIA, R.L.|FERNANDES, E.C.M.|KRUSCHE, A.V.","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=844","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/846","LBA-ECO LC-10 Orthorectified Landsat ETM+ Data for Legal Amazon: 1999-2001","","TRFIC(Trop Rain Forest Info Cntr, MI St Univ)","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=846","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/85","SE-590 Leaf Optical Prop. Data (FIFE)","","MIDDLETON, E.M.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=85","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/850","Characteristics of African Savanna Biomes for Determining Woody Cover","","SANKARAN, M.|HANAN, N.P.|SCHOLES, R.J.","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=850","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/851","LBA-ECO ND-11 Soil Water Pressure and Flow Measurements under Tree Crops","","RENCK, A.|LEHMANN, J.","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=851","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/852","LBA-ECO LC-10 Landsat TM Data for Legal Amazon: 1986-1994","","TRFIC(Trop Rain Forest Info Cntr, MI St Univ)","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=852","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/853","MAPSS: Mapped Atmosphere-Plant-Soil System Model, Version 1.0","","DRAPEK, R.|NEILSON, R.P.","NASA Oak Ridge National Laboratory DAAC","2007","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=853","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/854","LBA-ECO CD-10 Ground-based Biometry Data at km 67 Tower Site, Tapajos National Forest","","RICE, A.H.|HAMMOND, E.P.|SALESKA, S.R.|HUTYRA, L.R.|PALACE, M.W.|KELLER, M.M.|DE CAMARGO, P.B.|PORTILHO, K.|MARQUES, D.|WOFSY, S.C.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=854","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/855","LBA-ECO CD-10 CO2 Profiles at km 67 Tower Site, Tapajos National Forest","","HUTYRA, L.R.|MUNGER, J.W.|GOTTLIEB, E.W.|DAUBE, B.C.|CAMARGO, P.B.|WOFSY, S.C.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=855","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/856","LBA-ECO CD-10 CO Concentrations at km 67 Tower Site, Tapajos National Forest","","BOIAN, C.|KIRCHHOFF, V.W.J.H.|MUNGER, J.W.|SALESKA, S.R.|WOFSY, S.C.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=856","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/857","JERS-1 SAR Global Rain Forest Mapping Project: Vol. AM-1, South America","","CHAPMAN, B.|ROSENQVIST, A.|WONG, A.","NASA Oak Ridge National Laboratory DAAC","2001","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=857","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/858","LBA-ECO CD-10 Coarse Woody Debris Data at km 67 Tower Site, Tapajos National Forest","","WOFSY, S.C.|RICE, A.H.|SALESKA, S.R.|PYLE, E.H.|HUTYRA, L.R.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=858","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/859","LBA-ECO CD-10 Tree DBH Measurements at the km 67 Tower Site, Tapajos National Forest","","WOFSY, S.C.|SALESKA, S.R.|PYLE, E.H.|HUTYRA, L.R.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=859","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/86","SE-590 Low Altitude Reflectances (OTTER)","","MCCREIGHT, R.W.|WARING, R.H.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=86","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/860","LBA-ECO CD-10 CO2 and H2O Eddy Fluxes at km 67 Tower Site, Tapajos National Forest","","HUTYRA, L.R.|WOFSY, S.C.|SALESKA, S.R.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=860","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/861","LBA-ECO CD-10 H2O Profiles at km 67 Tower Site, Tapajos National Forest","","HUTYRA, L.R.|MUNGER, J.W.|GOTTLIEB, E.W.|DAUBE, B.C.|CAMARGO, P.B.|WOFSY, S.C.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=861","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/862","LBA-ECO CD-10 Forest Litter Data for km 67 Tower Site, Tapajos National Forest","","RICE, A.H.|HAMMOND, E.P.|SALESKA, S.R.|HUTYRA, L.R.|PALACE, M.W.|KELLER, M.M.|DE CAMARGO, P.B.|PORTILHO, K.|MARQUES, D.|WOFSY, S.C.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=862","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/863","LBA-ECO CD-10 Temperature Profiles at km 67 Tower Site, Tapajos National Forest","","HUTYRA, L.R.|MUNGER, J.W.|GOTTLIEB, E.W.|DAUBE, B.C.|CAMARGO, P.B.|WOFSY, S.C.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=863","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/868","BigFoot Field Data for North American Sites, 1999-2003","","GOWER, S.T.|KIRSCHBAUM, A.A.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=868","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/87","SE-590 Reflectance &amp; Radiances (FIFE)","","WALTHALL, C.L.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=87","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/88","Site Averaged AMS Data: 1987 (Betts)","","BETTS, A.K.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=88","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/882","LBA-ECO LC-24 AVHRR Derived Fire Occurrence, 5-km Resolution, Amazonia: 2001","","ARIMA, E.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=882","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/885","SAFARI 2000 MISR Level 2 Data, Southern Africa, Dry Season 2000","","DINER, D.J.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=885","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/887","LBA-ECO LC-23 Vegetation Fire Data, Roraima , Brazil: 2003","","SCHROEDER, W.|MORISETTE, J.T.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=887","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/888","LBA-ECO LC-13 GIS Coverages of Logged Areas, Juruena, Mato Grosso, Brazil: 2002","","ASNER, G.P.|KELLER, M.M.|PEREIRA, R.J.R.|ZWEEDE, J.C.|SILVA, J.N.M.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=888","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/889","LBA-ECO LC-18 Hyperion 30-m Surface Reflectance, Mato Grosso, Brazil: July 2004","","ASNER, G.P.|CARLSON, K.M.|KNAPP, D.E.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=889","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/89","Site Averaged AMS Data: 1987-1989 (Betts)","","BETTS, A.K.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=89","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/890","LBA-ECO LC-13 GIS Coverages of Logged Areas, Cauaxi, Para, Brazil: 1996, 1998","","ASNER, G.P.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=890","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/893","LBA-ECO LC-13 GIS Coverages of Logged Areas, Tapajos Forest, Para, Brazil: 1996, 1998","","ASNER, G.P.|KELLER, M.M.|PEREIRA, R.J.R.|ZWEEDE, J.C.","NASA Oak Ridge National Laboratory DAAC","2008","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=893","Active","Oak Ridge National Laboratory DAAC",""
